target,feature,permutation_importance_mean,permutation_importance_std,sample_rows,repeats,group
extreme_abs_151_h1,AQI,0.03999937625365253,0.0039712698358555345,15000,5,current_aqi
extreme_abs_151_h1,AQI_roll_mean_6,0.01633412443304918,0.0016809403343793657,15000,5,rolling
extreme_abs_151_h1,CO2_Emission_MT,0.01345327054051415,0.0010161969962982896,15000,5,current_socio_environmental
extreme_abs_151_h1,PM10 (ug/m3),0.011513106632151127,0.0020255326766872787,15000,5,current_pollutant
extreme_abs_151_h1,AQI_lag_12,0.008729127594210961,0.0016103421789379494,15000,5,lag
extreme_abs_151_h1,month,0.008476809529280826,0.0006644610074255855,15000,5,calendar
extreme_abs_151_h1,month_cos,0.006709606935467227,0.0008332663427151613,15000,5,calendar
extreme_abs_151_h1,AQI_roll_max_6,0.0066656195399183325,0.0014148750905533822,15000,5,rolling
extreme_abs_151_h1,PM2.5 (ug/m3),0.006038794899464706,0.0024948565091260414,15000,5,current_pollutant
extreme_abs_151_h1,CO (mg/m3),0.005838749094677564,0.001405240432414741,15000,5,current_pollutant
extreme_abs_151_h1,month_sin,0.005544404901847755,0.00035918862220600127,15000,5,calendar
extreme_abs_151_h1,AQI_lag_1,0.005030690027375861,0.0011897959434580547,15000,5,lag
extreme_abs_151_h1,NH3 (ug/m3),0.004915720195382134,0.0013344549890606256,15000,5,current_pollutant
extreme_abs_151_h1,NO2 (ug/m3),0.004709215058013605,0.0010835683687737512,15000,5,current_pollutant
extreme_abs_151_h1,AQI_roll_mean_3,0.004336255712907189,0.0010434370809778546,15000,5,rolling
extreme_abs_151_h1,AQI_lag_6,0.004158757756377663,0.0007095900835412849,15000,5,lag
extreme_abs_151_h1,Population_Density_per_SqKm,0.003957628509074796,0.000287988643089979,15000,5,current_socio_environmental
extreme_abs_151_h1,deforestation_aug_oct,0.00306863682984293,0.00019137805927167627,15000,5,interaction
extreme_abs_151_h1,humidity_PM25,0.002629347878405808,0.0005882727118484995,15000,5,interaction
extreme_abs_151_h1,quarter,0.002512237598819156,0.00034180468290169854,15000,5,calendar
extreme_abs_151_h1,low_wind_PM25,0.00244960213965153,0.0009028146274387693,15000,5,interaction
extreme_abs_151_h1,Deforestation_Rate_lag_1,0.0024317917392113085,0.00029771933162195245,15000,5,lag
extreme_abs_151_h1,PM25_roll_mean_3,0.002370597823348919,0.0003513980999874357,15000,5,rolling
extreme_abs_151_h1,Toluene (ug/m3),0.0023558761395563897,0.0007325005108842495,15000,5,current_pollutant
extreme_abs_151_h1,is_aug_oct,0.0022639102070208805,0.00024307902151439608,15000,5,calendar
extreme_abs_151_h1,NOx (ppb),0.002209082889285252,0.0004827754585206353,15000,5,current_pollutant
extreme_abs_151_h1,PM10_roll_mean_3,0.0021497512379073493,0.0001223715320068261,15000,5,rolling
extreme_abs_151_h1,PM25_PM10_ratio,0.0018958399572037044,0.00017614703201774306,15000,5,interaction
extreme_abs_151_h1,Benzene (ug/m3),0.0018259762926346346,0.0007024737528004443,15000,5,current_pollutant
extreme_abs_151_h1,Deforestation_Rate_%,0.0017755730720440787,0.0002812669947704152,15000,5,current_socio_environmental
extreme_abs_151_h1,PM10_lag_1,0.001708496315247321,0.0005944302185671178,15000,5,lag
extreme_abs_151_h1,NO (ug/m3),0.0015593020027082182,0.0005826054429501762,15000,5,current_pollutant
extreme_abs_151_h1,PM10_roll_max_3,0.001515210086001928,0.0002482781073196897,15000,5,rolling
extreme_abs_151_h1,SO2 (ug/m3),0.0013324306595312806,0.0005760319945825575,15000,5,current_pollutant
extreme_abs_151_h1,AQI_roll_max_3,0.0011892088768980624,0.0005347671498803162,15000,5,rolling
extreme_abs_151_h1,PM25_roll_max_3,0.0011651709734081805,0.0001454107029036899,15000,5,rolling
extreme_abs_151_h1,Humidity_lag_1,0.0008452309697387639,0.00020349597090289016,15000,5,lag
extreme_abs_151_h1,PM25_lag_1,0.0008450934563340118,9.022597566713709e-05,15000,5,lag
extreme_abs_151_h1,Industry_Growth_%,0.00079358323429779,0.00010906611773072129,15000,5,current_socio_environmental
extreme_abs_151_h1,O3 (ug/m3),0.0006139929793947729,0.00010129975175907171,15000,5,current_pollutant
extreme_abs_151_h1,Xylene (ug/m3),0.0005983730065775683,0.00021275173473120644,15000,5,current_pollutant
extreme_abs_151_h1,industry_NO2,0.0005237113453723686,0.00018361988322565152,15000,5,interaction
extreme_abs_151_h1,Humidity (%),0.0004969170106396525,7.754522054028713e-05,15000,5,current_meteorology
extreme_abs_151_h1,PM10_lag_3,0.0004959634394759993,0.00010624472357185969,15000,5,lag
extreme_abs_151_h1,PM25_lag_3,0.000405450413458075,0.00011583981300233618,15000,5,lag
extreme_abs_151_h1,NO2_lag_1,0.000377511523953622,0.00011420768350587448,15000,5,lag
extreme_abs_151_h1,Wind_Speed_lag_1,0.00034269735797312075,7.919529835229085e-05,15000,5,lag
extreme_abs_151_h1,AQI_roll_std_6,0.00033376662072168715,3.6287623150190906e-05,15000,5,rolling
extreme_abs_151_h1,SO2_lag_1,0.00032180850757048687,0.0001992978168302209,15000,5,lag
extreme_abs_151_h1,AQI_lag_2,0.0003021020956523346,0.00026750174075834655,15000,5,lag
extreme_abs_151_h1,PM25_lag_2,0.0003007726947402478,0.00013674225924876606,15000,5,lag
extreme_abs_151_h1,PM10_lag_2,0.0002183346989690804,8.630563448669449e-05,15000,5,lag
extreme_abs_151_h1,Wind_Speed (km/h),0.00019313943320644622,7.458679081406439e-05,15000,5,current_meteorology
extreme_abs_151_h1,PM25_roll_std_3,0.00017233946080588147,5.3982192528575364e-05,15000,5,rolling
extreme_abs_151_h1,PM10_roll_std_3,0.0001713725830468027,9.654394616829397e-05,15000,5,rolling
extreme_abs_151_h1,AQI_lag_3,0.00014457278110824312,0.00011497039414728757,15000,5,lag
extreme_abs_151_h1,is_dec_feb,0.000141643024539162,0.0001263789808267314,15000,5,calendar
extreme_abs_151_h1,O3_lag_1,0.00010259408581307916,6.642263502680852e-05,15000,5,lag
extreme_abs_151_h1,CO_lag_1,9.102926796973332e-05,0.0002867377762606076,15000,5,lag
extreme_abs_151_h1,AQI_roll_std_3,8.782302647780682e-06,3.9263326863716506e-05,15000,5,rolling
extreme_abs_151_h1,year,0.0,0.0,15000,5,calendar
extreme_abs_151_h1,time_index_months,0.0,0.0,15000,5,calendar
extreme_abs_151_h1,AQI_trend_3,-0.00014536038016401686,0.0002182152530740896,15000,5,rolling
extreme_abs_151_h1,AQI_delta_1,-0.0003398929766310177,0.00013278410989962818,15000,5,rolling
extreme_abs_151_h3,AQI_roll_mean_6,0.04964501490535937,0.0022022258300097974,15000,5,rolling
extreme_abs_151_h3,AQI,0.027206071141000154,0.0017628221547488926,15000,5,current_aqi
extreme_abs_151_h3,AQI_lag_6,0.026476838310562266,0.0013764443410735185,15000,5,lag
extreme_abs_151_h3,month,0.02641430916702594,0.0018757541375278156,15000,5,calendar
extreme_abs_151_h3,month_sin,0.023548171500304794,0.0015602631395967646,15000,5,calendar
extreme_abs_151_h3,CO2_Emission_MT,0.019680735245517656,0.002347033789402651,15000,5,current_socio_environmental
extreme_abs_151_h3,quarter,0.016379525888950485,0.0014092340091184242,15000,5,calendar
extreme_abs_151_h3,AQI_roll_max_6,0.01124380870277506,0.00043865764468581516,15000,5,rolling
extreme_abs_151_h3,deforestation_aug_oct,0.010839829767414178,0.00027142482285066893,15000,5,interaction
extreme_abs_151_h3,Population_Density_per_SqKm,0.010203950466716539,0.000671910194119894,15000,5,current_socio_environmental
extreme_abs_151_h3,PM10 (ug/m3),0.009029458866913887,0.0009931541197671337,15000,5,current_pollutant
extreme_abs_151_h3,month_cos,0.007337231876898764,0.0002322373185776235,15000,5,calendar
extreme_abs_151_h3,Deforestation_Rate_%,0.007309789834659819,0.00116681861925109,15000,5,current_socio_environmental
extreme_abs_151_h3,Deforestation_Rate_lag_1,0.006926309653648,0.0012786398583090508,15000,5,lag
extreme_abs_151_h3,Humidity_lag_1,0.006908265091473131,0.0005085763560461361,15000,5,lag
extreme_abs_151_h3,humidity_PM25,0.006875458196743622,0.000752034006516904,15000,5,interaction
extreme_abs_151_h3,PM2.5 (ug/m3),0.0057841681544310575,0.001227565965882949,15000,5,current_pollutant
extreme_abs_151_h3,is_aug_oct,0.004800106144150362,0.0005731590496816907,15000,5,calendar
extreme_abs_151_h3,PM10_lag_3,0.004507247374066825,0.00039783253510874386,15000,5,lag
extreme_abs_151_h3,NH3 (ug/m3),0.004175723060015857,0.00087609480245375,15000,5,current_pollutant
extreme_abs_151_h3,PM10_roll_mean_3,0.003826956533943404,0.0006951695779872396,15000,5,rolling
extreme_abs_151_h3,PM25_roll_mean_3,0.0037712882375630754,0.0008861377442339818,15000,5,rolling
extreme_abs_151_h3,AQI_roll_mean_3,0.00349904826023395,0.0011928376859653364,15000,5,rolling
extreme_abs_151_h3,SO2 (ug/m3),0.002995191309643963,0.0004950181401041765,15000,5,current_pollutant
extreme_abs_151_h3,is_dec_feb,0.0024485957800681967,0.0003710202256922983,15000,5,calendar
extreme_abs_151_h3,Toluene (ug/m3),0.0023139058536626677,0.0005283200198552936,15000,5,current_pollutant
extreme_abs_151_h3,NO (ug/m3),0.0023073435781478134,0.00019732109510536694,15000,5,current_pollutant
extreme_abs_151_h3,CO (mg/m3),0.002162895433714107,0.0006920473041193756,15000,5,current_pollutant
