held_out_country,train_country,profile_distance,similarity_weight,target,model,feature_regime,temperature
United Kingdom,Germany,0.07280975625747606,2.235210140131682,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Thailand,0.2971548981872281,1.7860207564623884,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,France,0.406012609056984,1.601807042119393,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,South Africa,0.5334577666317704,1.4101375258558027,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,United States,0.5528955772226839,1.382992217090037,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Turkey,0.604371194307171,1.3136030847439817,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Australia,0.639483958471362,1.2682792289303566,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Philippines,0.6567595213429097,1.2465571620724416,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,South Korea,0.730730693797889,1.1576757236398196,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Japan,0.8250468850000319,1.0534791020029133,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Indonesia,0.9581973575616085,0.9221454110473715,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Saudi Arabia,0.9864275655517036,0.8964770702605607,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Ethiopia,0.9903181255403402,0.8929960483933334,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Mexico,1.0780459494828123,0.8179934521243775,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Russia,1.085680178560763,0.8117724791070637,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Brazil,1.103551003094798,0.7973942932467448,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,China,1.1357664500685365,0.7721152537059961,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Vietnam,1.1431040761010547,0.7664704956087601,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Egypt,1.5723400706729675,0.498977103855964,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,India,1.609488326999242,0.4807810429563777,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Nigeria,1.8191442728696983,0.3898476448025235,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Pakistan,2.557577538984198,0.24863386092105738,extreme_abs_151_h3,xgboost,local,1.0
United Kingdom,Bangladesh,2.5629805625475015,0.24863386092105738,extreme_abs_151_h3,xgboost,local,1.0
